参数1,日期,价格1,价格5,价格2,价格3,价格4,参数2,参数3,参数4,参数5
4724615,2021年9月17日,19401.63,50363.38955,48150,46699.56,47299.98,74.97%,21.35%,1.22%,2.45%
3906638,2021年8月14日,19375.58,50428.98945,48144,45971.03,47068.51,87.01%,8.97%,1.45%,2.56%
5036652,2021年9月16日,19331.28,50768.077,48557,47021.1,47737.82,88.40%,8.01%,1.24%,2.35%
2738824,2021年10月2日,19330.6,50789.388,48336.59,47430.18,47634.9,85.10%,10.15%,1.83%,2.93%
5436118,2021年10月4日,19327.44,50851.01055,49536.12,46891,49224.94,91.37%,6.60%,0.95%,1.08%
4823318,2021年9月19日,19320.54,50948.85125,48372.83,46829.18,47241.75,83.90%,13.30%,0.97%,1.83%
5133896,2021年12月15日,19315.83,50995.48225,49500,46547,48864.98,71.38%,10.70%,1.35%,16.58%
8428300,2021年12月23日,19312.24,51260.51935,51375,47920.42,50838.81,53.34%,3.92%,0.68%,42.07%
22752021,2021年8月30日,19292.85,51450.0712,48888.61,46853,46982.91,96.89%,1.95%,0.34%,0.82%
4165859,2021年9月2日,19288.57,51495.08805,50450.13,48584.06,49246.64,86.41%,9.30%,1.56%,2.73%
3803440,2021年8月22日,19279.8,51507.0834,49500,48050,49239.22,83.40%,12.58%,1.37%,2.65%
6212063,2021年12月16日,19262.98,51552.5539,49436.43,47511,47632.38,84.39%,9.47%,1.13%,5.01%
15969229,2021年12月22日,19252.82,51576.40745,49576.13,48421.87,48588.16,26.22%,2.30%,0.72%,70.76%
12900843,2021年8月29日,19226.68,51584.59425,49632.27,47762.54,48767.83,94.83%,3.48%,0.57%,1.12%
6774477,2021年8月26日,19204.29,51666.8526,49352.84,46250,46843.87,72.95%,23.61%,1.49%,1.95%
6068838,2021年8月28日,19176.93,51768.7445,49299,48346.88,48895.35,71.16%,24.22%,1.00%,3.62%
19586246,2021年12月5日,19164.37,51855.8453,49699.05,47727.21,49396.33,96.04%,2.63%,0.49%,0.84%
5096210,2021年10月5日,19155.1,51932.30115,51886.3,49022.4,51471.99,90.05%,5.27%,1.17%,3.51%
5862334,2021年8月23日,19131.87,51947.3771,50500,49029,49488.85,79.41%,14.99%,1.88%,3.73%
3110593,2021年9月3日,19123.35,51955.19465,51000,48316.84,49999.14,85.04%,9.32%,2.16%,3.48%
3441397,2021年8月21日,19078.1,52035.20585,49757.04,48222,48821.87,82.77%,13.32%,1.55%,2.36%
6785862,2021年12月12日,19068.4,52106.43945,50777,48638,50053.9,93.89%,4.25%,0.77%,1.09%
13911666,2021年12月6日,19060,52113.1176,50891.11,47100,50441.92,95.07%,3.36%,0.66%,0.91%
5338955,2021年8月24日,19057.74,52210.73675,49860,47600,47674.01,83.90%,11.05%,1.53%,3.52%
4589267,2021年9月5日,19041.92,52663.0047,51900,49450,51756.88,84.92%,10.68%,1.33%,3.07%
4428754,2021年9月4日,18970.79,52747.89,50535.69,49370,49915.64,89.98%,6.32%,1.36%,2.34%
5747314,2021年12月13日,18921.99,52806.8645,50189.97,45672.75,46702.75,88.82%,7.95%,1.02%,2.22%
5014092,2021年12月26日,18874.31,53171.65185,51280,49412,50775.49,66.09%,3.09%,0.77%,30.05%
10152670,2021年12月7日,18846.62,53216.21505,51936.33,50039.74,50588.95,95.02%,3.25%,0.76%,0.98%
6128948,2021年12月9日,18809.13,53247.10545,50797.76,47320,47545.59,91.91%,5.77%,1.02%,1.29%
7344440,2021年12月8日,18790.61,53371.34225,51200,48600,50471.19,93.73%,4.34%,0.81%,1.11%
3155776,2021年12月28日,18545.38,53490.0192,50704.05,47313.01,47543.74,90.85%,5.94%,1.34%,1.87%
3699424,2021年12月27日,18461.36,53568.1314,52088,50449,50701.44,86.47%,3.92%,1.24%,8.36%
5562222,2021年12月25日,17943.26,53615.08945,51156.23,50142.32,50399.66,46.56%,2.72%,0.83%,49.89%
5011113,2021年12月24日,17804.01,53634.9551,51810,50384.43,50820,56.12%,4.03%,0.91%,38.94%
5420508,2021年10月6日,17775.82,54302.94945,55750,50382.41,55315,89.77%,4.79%,1.37%,4.06%
4444563,2021年9月6日,17602.45,54603.5084,52780,50969.33,52663.9,87.50%,7.84%,1.68%,2.98%
6171256,2021年9月7日,17440.64,55562.841,52920,42843.05,46863.73,86.46%,7.70%,1.62%,4.23%
8012631,2021年12月4日,17356.96,56549.10775,53859.1,42000.3,49152.47,88.50%,6.95%,1.46%,3.10%
2758767,2021年11月27日,17224.1,56678.5246,55280,53610,54721.03,81.68%,13.98%,1.86%,2.48%
7086698,2021年10月8日,17208.93,56743.4071,56100,53617.61,53951.43,93.39%,3.77%,0.96%,1.89%
4841986,2021年10月9日,17179.04,56923.23185,55489,53661.67,54949.72,87.99%,8.37%,1.38%,2.26%
4895838,2021年10月11日,17165.53,57665.25555,57839.04,54415.06,57471.35,91.71%,4.83%,1.44%,2.02%
3142748,2021年11月28日,17128.56,57725.87585,57445.05,53256.64,57274.88,85.94%,10.97%,1.47%,1.63%
6554493,2021年10月10日,17127.83,57971.9546,56561.31,54080,54659,93.00%,4.84%,0.86%,1.30%
8172716,2021年10月7日,17127.49,58357.325,55332.31,53357,53785.22,94.60%,2.55%,0.95%,1.90%
4450941,2021年10月13日,17106.65,59076.74005,57777,54167.19,57367,87.33%,3.61%,1.51%,7.55%
3627425,2021年11月23日,17092.13,59337.24065,58009.99,55317,57541.27,89.91%,6.80%,1.52%,1.78%
4840873,2021年12月3日,17088.96,59590.8943,57600,51680,53601.05,84.34%,13.18%,1.18%,1.30%
4672453,2021年11月19日,17085.05,60020.6591,58320,55600,58052.24,88.82%,8.11%,1.36%,1.71%
10473658,2021年12月1日,17069.98,60082.8408,59053.55,56458.01,57184.07,92.54%,6.33%,0.64%,0.50%
4603795,2021年11月25日,16978,60280.89595,59398.9,57000,58960.36,70.80%,13.94%,1.31%,13.94%
6492012,2021年12月2日,16966.35,60329.19385,57375.47,55777.77,56480.34,87.87%,10.24%,0.91%,0.98%
3026431,2021年11月29日,16950.31,60425.00895,58865.97,56666.67,57776.25,84.88%,10.47%,2.01%,2.64%
26235481,2021年10月15日,16943.83,60502.0767,62933,56850,61672.42,97.31%,1.67%,0.38%,0.64%
5942717,2021年10月14日,16919.39,60526.22565,58532.54,56818.05,57347.94,87.92%,2.89%,1.19%,8.00%
3807252,2021年10月12日,16900.57,60632.27425,57680,53879,55996.93,87.07%,8.51%,1.80%,2.63%
5308508,2021年11月24日,16896.15,60706.0293,57735,55837,57138.29,58.22%,9.84%,1.46%,30.48%
3590296,2021年11月30日,16885.2,60953.94375,59176.99,55875.55,56950.56,82.77%,13.47%,1.61%,2.16%
4515787,2021年11月20日,16850.36,61250.2405,59845,57353,59707.51,88.25%,9.18%,1.14%,1.43%
3314473,2021年10月28日,16836.64,61626.1792,62499,57820,60575.89,77.44%,15.40%,2.76%,4.40%
5566204,2021年11月22日,16835.73,61841.6735,59444,55610,56247.18,86.21%,11.53%,1.03%,1.23%
3818426,2021年11月26日,16832.11,62203.19035,59150,53500,53726.53,82.25%,11.04%,1.60%,5.11%
3846514,2021年11月21日,16831.85,62991.4336,60029.76,58486.65,58622.02,79.77%,17.38%,1.31%,1.54%
8935224,2021年11月17日,16824.68,63362.10785,60840.23,58373,60344.87,89.39%,8.18%,0.83%,1.59%
3443697,2021年10月27日,16821.9,63646.89455,61496,58000,58413.44,86.26%,8.99%,2.02%,2.73%
6742765,2021年11月18日,16813.16,63663.8273,60976,56474.26,56891.62,88.50%,8.94%,1.02%,1.54%
3411129,2021年10月29日,16778.52,63907.5745,62980,60174.81,62253.71,74.32%,21.05%,1.77%,2.87%
6314863,2021年10月23日,16777.54,64026.08265,61747.64,59562.15,61286.75,79.75%,14.02%,1.06%,5.17%
4220083,2021年10月25日,16739,64199.0921,63710.63,60650,63078.78,91.31%,5.01%,1.60%,2.08%
11494045,2021年10月17日,16706.06,64223.72635,61718.39,58963,61528.33,95.14%,1.98%,0.61%,2.27%
5922844,2021年11月2日,16700.68,64261.2316,64270,60624.68,63219.99,93.71%,3.65%,1.07%,1.58%
2771010,2021年11月6日,16699.43,64291.8899,61560.49,60050,61470.61,79.45%,16.06%,1.62%,2.87%
5450866,2021年10月24日,16692.56,64657.52125,61500,59510.63,60852.22,88.79%,5.99%,1.05%,4.16%
3358750,2021年11月1日,16675.65,64671.29955,62437.74,59405,60911.11,89.01%,6.64%,1.65%,2.70%
3765091,2021年11月5日,16672.78,64771.73555,62595.72,60721,60937.12,86.75%,9.20%,1.45%,2.60%
3743208,2021年11月7日,16661.61,64851.5041,63286.35,61322.78,63273.59,76.26%,20.93%,1.28%,1.53%
8767672,2021年10月18日,16633.47,64912.3776,62695.78,59844.45,62009.84,91.98%,5.00%,0.85%,2.17%
15982152,2021年10月16日,16631.5,65064.4031,62378.42,60150,60875.57,93.98%,2.20%,0.63%,3.19%
2354108,2021年10月31日,16617.72,65261.44545,62405.3,59945.36,61299.8,90.21%,4.70%,2.12%,2.97%
6526099,2021年10月19日,16617.17,65415.908,64486,61322.22,64280.59,93.53%,3.55%,1.16%,1.77%
14909823,2021年10月22日,16607.48,65613.77325,63732.39,60000,60688.22,41.48%,48.16%,0.81%,9.55%
3141801,2021年10月30日,16603.11,65677.6535,62359.25,60673,61859.19,90.74%,4.95%,1.66%,2.65%
3419129,2021年11月4日,16599.55,66355.79695,63086.31,60677.01,61395.01,82.13%,14.14%,1.73%,2.00%
4042803,2021年10月26日,16547.32,66548.1129,63293.48,59817.55,60328.81,90.24%,5.78%,1.70%,2.27%
4224504,2021年11月3日,16541.77,66697.70135,63500,60382.76,62896.48,90.82%,5.85%,1.45%,1.87%
3589195,2021年11月8日,16521.35,66753.6269,67789,63273.58,67525.83,77.96%,17.71%,1.66%,2.68%
6873530,2021年11月16日,16457.61,67105.10015,63617.31,58574.07,60058.87,75.09%,21.34%,1.16%,2.41%
3488788,2021年11月13日,16442.91,67648.9421,65000,63360.22,64380,78.37%,16.66%,2.25%,2.72%
8114604,2021年10月20日,16438.88,67816.02245,67000,63481.4,66001.41,91.50%,3.25%,1.50%,3.75%
8018473,2021年11月14日,16428.77,67920.91055,65550.51,63576.27,65519.1,87.72%,9.37%,0.90%,2.00%
4003986,2021年11月12日,16331.78,68336.83375,65450.7,62278,64122.23,77.14%,19.48%,1.36%,2.02%
4092727,2021年11月11日,16279.5,68450.9531,65600.07,64100,64774.26,82.75%,13.62%,1.47%,2.16%
6918210,2021年11月15日,16227.96,69122.66105,66401.82,63400,63606.74,90.22%,6.65%,1.18%,1.95%
14442539,2021年10月21日,16212.18,69631.477,66639.74,62000,62193.15,61.75%,11.66%,1.09%,25.51%
4316689,2021年11月10日,15922.68,70629.79185,69000,62822.9,64882.43,76.60%,19.32%,1.59%,2.49%
4423952,2021年11月9日,15781.29,71239.7401,68524.25,66222.4,66947.66,74.73%,18.97%,1.93%,4.36%
